rating,title,description
9,Pure Brilliance,A cinematic Masterpiece. Every character is incredible and diverse and other movies should strive to be this great.
10,Couldn't refuse this piece of cinema,"Upon my decision to finally sit down and watch this film, I was well aware of some of the cultural influences made by this film. I was aware of, ""Make him an offer he can't refuse"" and, ""I don't get no respect"". I knew of these quotes and was pretty sure they were from this film. Solidified obviously when I watched, but I was also made aware of more quotes and clichés from this film. The horse head in bed, for instance. The voice and manner of Don Vito. So many iconic quotes and lines came from this film that it would be impossible to give it anything lower than a 10 just for that. And now, the film itself. The acting in this film was out of this world. Brando seems to become Don Vito as much as he is himself. Al Pacino is a new world of acting. His way of showing the inner battles Michael faces as he attempts to stay out and stay a good man is beautiful. The decisions he makes obviously affect him in many ways, and Pacino does this representation of conflict and struggles flawlessly. As entertaining and as high-octane as this film was, there was one piece of cinematography that I noticed throughout. This being the lighting of Marlon Brando. Throughout the film, Don Vito goes through a lot, from being the mob boss of New York to being bed-bound. The lighting of his eyes in his office, particularly, is absolutely breathtaking. His entire face is portrayed in this eerie yellow light which allows for some beautiful shots with cigarette smoke as well. But, this yellow light is positioned so perfectly that it darkens his eyes, so they are just black holes of emptiness. It gives the illusion of inhumanity, of heartlessness. Even outside at the wedding, his eyes are still sunken. However, when bed bound, the lighting is right in his eyes, and you can see right into him. This is merely one example of a probable infinite amount of examples of excellent cinematography that you could get from this film. One of my most entertaining watches ever, and somehow Coppola keeps me gripping the edge of my chair for 2 hours. An absolute must watch for any human being breathing air. A classic now, a classic then, and a classic for years and years to come."
10,Great great movie!,Loved this movie! Such a great story line. Highly recommend!
10,Speech lees,A Film for all time. Music for all time. I can watch this film so many times again and still it is like I watch it first time.
10,Spanking!,"After watching this film I finally understood what a good actor really was. Pacino is spectacular and Brando is brilliant, all round excellent film.

The plot works very well and is complex and simple depending on how much depth you want to put in it.

Sadly quite a few people's attitude to the film is negative, they are missing out.

The second godfather is excellent as well but the third is not really worth the effort.

Pacino is worth seeing in most of his films, try Dog Day Afternoon, very good :-P"
10,One of the greatest of all time,"This film works so well because it takes place in an underworld in which we are so embedded that we do not even observe it. Coppola puts us straight in the smack-dab center of what is, admittedly, a society made by criminals for criminals. It is also the reason why it's so welcoming. We are surrounded by its inhabitants--cold-blooded murderers, men who see crime like a 9 to 5 job masquerading as honorable men. And I do mean men. From the outside, we would only witness the horrifying, disturbing manifestations of their well-thought out actions.

But it goes even deeper than that. It all revolves around the Corleone family led by Don Vito Corleone (Marlon Brando). He is the most honest of these men, sitting right on the edge. But for people like him, who do not fully embrace this world, it's not easy. He avoids conflict until it is absolutely necessary. He is a man defined by moral principles. There is a scene at the beginning, in which, during his daughter's wedding day, one of his associates, Luca Brasi (Lenny Montana) practices his speech that he is going to give to the Don when he meets him. The scene with these two is funny and almost adorable. I could not help but sympathize both of them only to realize that I am feeling warmth for two mobsters. Not to even mention that Lenny Montana was an actual mob hit-man and that he was actually nervous as he said that line."
9,G.O.A.T,I never saw it like I thought it was a gangster movie. I saw how wrong I was.
9,"unforgettable scenes , legendary","One of the best legendary crime tragedy movie I have ever seen , touching my soul , fabulous acting , unforgettable scenes ."
10,More than a Movie!!!,"Hello there ...

Of course you don't need me to tell you about the impact that Godfather had in movie culture ... unless you are a young person that recently started a serious voyage into the cinema world ,

Prepare yourself to witness some of the greatest actors of all time at their best performances, Marlon Brando's portrayal is iconic , Al Pacino is thrilling and they are surrounded by an astonishing cast , even the smallest part in this movie is portrayed excellent,

Coppola's cinematography is unique , you dive into a world of crime , deception , betrayal , violence but yet it's a movie about family values , the dance between cynical philosophy and romance is something that has never been done in cinema before and if so , not at this level,

This venture is so difficult that needs a master cinematographer to deliver ...and Francis Ford Coppola is one of the Masters ... memorable scenes, classic lines, unforgettable music,

Once you see this movie a bond is created that will never brake, you will come back to see it again and again because each time it will give you a lesson about life , and that is why The Godfather is something more than a movie ..."
10,Absolutely A Masterpiece Movie,This is the movie which is force me to sit continuously till the completion.
10,A perfect movie,"I recently saw this in cinemas for the first time, andi was blown away. Every aspect was just incredible, the acting, the story, the soundtrack, the cinematography. Its all superb."
10,Awesome Movie - The Godfather,"""The Godfather"" (1972), directed by Francis Ford Coppola, is an undeniable masterpiece that stands the test of time. Set in the world of organized crime, this iconic film paints a compelling portrait of the Corleone family's rise and fall. Marlon Brando's mesmerizing performance as the powerful and enigmatic Don Vito Corleone anchors the narrative, while Al Pacino shines as his conflicted son, Michael. With its richly textured storytelling, impeccable cinematography, and a script that delves deep into themes of loyalty, family, and the corrupting nature of power, ""The Godfather"" captivates audiences from start to finish. Coppola's masterful direction and the stellar ensemble cast bring the characters and their intricate relationships to life, leaving an indelible mark on cinema history. A timeless classic that combines gripping drama, intense performances, and unforgettable dialogue, ""The Godfather"" remains an essential viewing experience for all film enthusiasts."
10,A Cinematic Masterpiece That Stands the Test of Time,"""The Godfather"" is a towering achievement in the realm of cinema. This 1972 classic has garnered widespread acclaim for its exceptional storytelling, rich character development, and unforgettable performances. The film delves deep into the complex dynamics of power, loyalty, and family within the world of organized crime. Marlon Brando's portrayal of Don Vito Corleone is nothing short of extraordinary, and the film's atmospheric cinematography and haunting score add another layer of brilliance. It's a true masterpiece that continues to captivate audiences and remains a timeless classic. Trust me, you won't want to miss out on experiencing this cinematic gem! 🎥🌟"
10,No other movie can top this masterpiece,"This is the maximum level, to which a cinema can ever reach. Undoubtedly the greatest movie ever made."
10,I've watched the entire series on repeat.,"A great production takes every party on deck.

This was well written, well directed, and beautifully casted. Everything was polished and a little bow placed on top for the finished product. I want nothing more than to curl up on the couch with a glass of wine and bowl of buttery popcorn to watch the entire series all over again.

I am a black woman engaged to an Italian man --- this movie is chef's kiss. The Godfather did an amazing job of capturing the culture and using it to enhance the story. Many filmmakers get lost in trying to capture the culture that they lose the audience or even worse the story. It was easy to fall, easy to fall in love, and even more easy to be on the edge of your seat the entire time. As an actress, this was one of the movies from my childhood that inspired me."
8,one of the review i liked and helpful,"This must rank as the best film (along with part 2)of all time.An ensemble performance that has no weak spot.

Particularly, John Cazale ( Fredo) and Richard Castellano ( Clemenza) give wonderfully understated performances. You just have to believe that Castellano WAS Clemenza, he brings a real touch to his role.

John Cazale brings the troubled Fredo to life, and you can see the weak Fredo desperately trying to live up to the family reputation but knowing that he can never be what his father wants.

The story of one man's reluctance to be drawn into the murky family business,and his gradual change through circumstance, paints a vivid picture of this violent period of US history.

Do not miss this film!"
10,The Epic Classic !!!,"The Best Mob Film To Watch, Michael's Character Is So Inspiring In Various Ways."
10,Absolutely perfect,"This movie is Ford Coppola at his iconic, captivating and world building best. Vito Corleone is such an intriguing and interesting character to see on screen, which is just one of the many reasons that this movie's 2h 57m runtime flies by."
8,Fantastic but long?,Maybe that's because we youth have different brains from people from that age. I enjoyed the movie and it's incredible but there is 30 or 40 minutes that feels like a filler but yeah can't complain about it.
10,An Epic Saga of Power and Transformation,"The Godfather,"" directed by the visionary Francis Ford Coppola and based on the novel by Mario Puzo, is a cinematic triumph that continues to astonish and inspire viewers across the globe. Its narrative, grounded in the dark, complex world of the mafia, is a brilliant exploration of power, loyalty, and the inevitable transformation wrought by violence and ambition.

At the heart of this epic story is the Corleone family, led by the formidable Vito Corleone, a role immortalized by Marlon Brando's stellar performance. Brando, with his whispery voice and imposing presence, embodies the essence of the patriarch, earning him an Academy Award. Yet, it is Al Pacino's portrayal of Michael Corleone, the youngest son who evolves from a reluctant outsider to a ruthless leader, that stands as the film's dramatic core. This transformation is depicted with such nuance and depth, showcasing Pacino's extraordinary talent.

The film's success is also attributed to its impeccable casting, where each actor, from James Caan's hot-headed Sonny to Robert Duvall's calm consigliere, Tom Hagen, contributes to the rich tapestry of Coppola's world. The cinematography by Gordon Willis, with its dark hues and inventive use of shadows, creates an atmosphere that is both timeless and evocative of the era it portrays.

What sets ""The Godfather"" apart is not just its narrative brilliance or technical mastery, but its profound insights into the human condition. It delves into the complexities of family bonds, the corrupting influence of power, and the tragic consequences of ambition, making it a narrative that resonates across ages and cultures. The film's legacy is further cemented by its significant impact on cinema, influencing countless filmmakers and being recognized as a cornerstone of the crime genre.

With a soundtrack that is hauntingly beautiful, a script that balances epic storytelling with intimate character studies, and a direction that combines boldness with sensitivity, ""The Godfather"" is more than a movie. It is a cultural artifact, a mirror to the paradoxes of the American Dream, and a testament to the power of cinema to explore the depths of our collective psyche.

In conclusion, ""The Godfather"" is not just a film; it is an experience, a masterpiece that transcends the confines of its genre to touch the very essence of artistry and storytelling. To watch it is to be immersed in a world where every frame, every line, and every performance is a brushstroke on a canvas of unparalleled cinematic magnificence."
10,Fantastic and classic movie,"Why is ""The Godfather"" so highly rated? There are several reasons for this. For example, the great writing. The nearly 3-hour film has a great story: the twists and dialogues are nearly perfect.

What can be highlighted is the acting. Almost every actor - bringing out their best - gave an amazing performance. If I had to choose, maybe Marlon Brando and Al Pacino were the best.

Perhaps you won't be surprised if I say that the direction was also good... very good. Francis Ford Coppola is really a very very great director.

What is also very good is the cinematography. The entire film is beautifully shot - perhaps it couldn't be better.

In summary, a brilliant film that is absolutely worth watching!"
10,One of the Greatest movie of all time,"It's a great movie, realistic and perfect movie of all time. Must watch I recommend it. It's a masterpiece. The acting of a movie is a also very good. If you want to watch movie which is realistic then I recommend it. If you like."
10,the goat,"It's hard to watch this movie and not think about the mass effect it's had on our culture and cinema in general. Incredible story telling, brilliant acting, cinematography out of this world, and a general overall feeling of greatness. I watch this movie at least once a year and don't think there will be another like it."
10,"The term ""mafia"" is never used","Possibly my favorite movie, this is an unsurpassed gangster film and well deserving of the universal praise it received. It scores a 10 in my book, not surprisingly, but I will include what I consider to be some minor flaws. First and foremost, the kindheartedness of Brando's Vito Corleone character is extremely misleading. I don't believe that any mob boss of that era, or even today, possesses anything but heartless greed for money and power. The viewer is left thinking that Vito is warm and gentle and had no choice but to enter the life of crime to support his family--bulls**t! The sequel (another gem) tries to explain this, but I still don't buy it. Also, I don't think James Caan was cast well as the hot-headed Sonny. He looks about as Italian as James Cagney. His acting is superb, but I think someone like Robert DeNiro (who also auditioned for the role!) would have delivered a far more accurate portrayal. On that note, it also struck me that Richard Castellano, who plays Clemenza, could have just as convincingly played the Don as Marlon Brando and, perhaps, saved the producers millions. Brando is, of course, phenomenal, but I think it's important to point out that the less recognized co-stars are comparably as talented. Aside from this, The Godfather is a cinematic masterpiece not to be missed."
8,Underworld dark site movie,"This is a masterpiece of world cinema.. John Cazale ( Fredo) and Richard Castellano ( Clemenza) give wonderfully performances in that character. one of god father for world Don Films. i like very much.

At the wedding, Michael's centrality is signaled by the Don's frantic call, ""Where's Michael? We are not taking the picture without Michael!"" A World War II hero still in decorated uniform, Michael is meanwhile busy differentiating himself from his family to his girl friend and future second wife, Kay (Diane Keaton). ""Luca Brasi held a gun to the band leader's head,"" he relates, ""and my father assured him that either his signature or his brains would be on the release. That's my family Kay. It's not me."" Michael's initial disinterest in Mafia activities is reinforced by his adoring father who envisions him as ""Senator Corleone"" or ""Governor Corleone"" not as his successor. That role is reserved for his hot- headed eldest son, Sonny (James Caan). But, of course, events conspire to suck Michael in - and to keep sucking him in right through Godfather III - the assassination attempt on his father, Michael's coolly murderous response, the car bomb meant for him that kills his first wife, the Sicilian beauty Apollonia (aptly named for the god of sun light), the riddled body of his brother Sonny. Inevitably, a morally darkened Michael emerges at the end of the film, one who outdoes his father in guile and ruthlessness and whose final brutal and deceitful acts in Godfather I seal his doom as a Macbeth-like villainous tragic hero its really good"
10,Great Movie,Terrific movie making that doesn't get much better.
10,Best mafia flim of all time,"It has everything, fancy, the betrayal of a normal Mafia film but it is better. The ways the story go satisfied, and the end I mean wow. Everything is perfect 💯. Only one thing I don't like that too much character, it hard for me to remember all."
10,great only beaten by part 2,"For me the 2nd best movie ever made. only godfather part 2 beats this, pacino is amazing in this film. the acting by brando is also amazing."
10,Masterpiece,"The movie was so familiar in the beginning the scenes was natural and for a moment you would notice that you watching a video from the cellar of your grandpa pride and the story start to speed up in slow way till the half of it you won't believe that the start was not looks like the middst and the end , the acting and the story line was super class i would say it is the best movie ever."
8,Authenticity,"Title: The Godfather.

Director / Creator: Francis Ford Coppola.

Genres: Crime, Drama, Mafia, Thriller, Classic, Tragedy, Period Piece.

Release Date: 24/3/1972.

Duration: 2h 55min Main Cast: Marlon Brando, Al Pacino, James Caan, Robert Duvall, Diane Keaton Country of Origin: USA.

Language: English.

A crime/ drama movie, set in New York and Siciliy of 1940- 1950.

The movie is authentic, highlights the beauty in Italian-American culture, with the special accents and authentic dialects- Italian-American with Sicilian roots.

An amazing soundtrack, that empathies the environment and vibe of that time, comes and goes at the right moment, to elevate certain scenes and feelings.

Being true to culturist costumes and traditions.

Aside that, the movie explores family conflicts and hierarchic, Brother bonds, father- son bond and romantic bonds."
10,One of the greatest,"I watch this movie like once a year. It's the perfect movie. Great cast and director. Music is historic. Amazing script. The movie has no flaws. I love this film and I love part 2 (part 3 not so much lol)

When you see other movies in the IMDB that are ten, you have to ask yourself, is it as good as the Godfather. Tens should not be given out lightly.

Of course Brando's performance is legendary and this movie put Pacino on the map. You cannot imagine anyone else in those rolls.

I watched the recent TV show about the making of this and it was interesting (not sure how much was exaggerated) but it made me want to watch it yet again.

Then movie a worthy ten. I love this movie."
9,epic,"A lesson in filmmaking and an inspiration to generations of actors, directors, screenwriters and producers. For me, this is more: this is the definitive film. 10 stars out of 10.

A lesson in filmmaking and an inspiration to generations of actors, directors, screenwriters and producers. For me, this is more: this is the definitive film. 10 stars out of 10.

A lesson in filmmaking and an inspiration to generations of actors, directors, screenwriters and producers. For me, this is more: this is the definitive film. 10 stars out of 10.

A lesson in filmmaking and an inspiration to generations of actors, directors, screenwriters and producers. For me, this is more: this is the definitive film. 10 stars out of 10."
10,The Most loved Gangster movie growing up,"This movie set's the stage for all gangster movies, the unity in the families in what I called Gangster style love. I could watch this movie over and over again, I only wish to that could recreate a movie like the God father ... I love it Mannnnnn"
10,Pure movie magic,"I watched it a few years ago and I didn't like it, I thought it was ""cool"" but nothing else. I thought it was boring and slow.

I then watched it a few years later, I recommend to watch it in the day or when your not tired, it is sooooo good!!!!!! I agree it's the best film of all time, shawshank coming very close. It may not be my favourite, but I agree it is the best. I prefer watching number 2, but number 1 is amazing."
10,Great movie ever,"This film works so well because it takes place in an underworld in which we are so embedded that we do not even observe it. Coppola puts us straight in the smack-dab center of what is, admittedly, a society made by criminals for criminals. It is also the reason why it's so welcoming. We are surrounded by its inhabitants--cold-blooded murderers, men who see crime like a 9 to 5 job masquerading as honorable men. And I do mean men. From the outside, we would only witness the horrifying, disturbing manifestations of their well-thought out actions"
8,Everything OK,"ased on these parameters, the LMS Filter block computes the filter weights using the normalized LMS equations. The filter order you specified is the same as the filter order of the Digital Filter Design block. The Step size (mu) parameter defines the granularity of the filter update steps. Because you set the Leakage factor (0 to 1) parameter to 1.0 , the current filter coefficient values depend on the filter's initial conditions and all of the previous input values. The initial value of the filter weights (coefficients) is zero. Since you selected the Output filter weights check box, the Wts port appears on the block. The block outputs the filter weights from this port."
8,Uncomparable,"Rather than concentrating on everything that is great about The Godfather, a much easier way for me to judge its quality is on what is bad about it. Almost every film has something that I don't like about it, but I can honestly say that I wouldn't change anything about The Godfather. There is nothing weak about it and nothing that stands out as bad. That's why it gets ten out of ten.

This is one of those films that made me wonder why I hadn't seen it earlier. The acting from everyone involved is great, Marlon Brando comes across perfectly as the head of the family, and James Caan and Al Pacino are excellent as his sons. The soundtrack by Nino Rota is also very memorable, bringing back memories of the film every time I hear it. The plot has to be excellent for it to get ten out of ten, and it is, it's far from predictable and the film is the definition of a great epic.

The film is pretty shocking in the way every death occurs almost instantaneously, and as it spans ten years so many different things happen and every minute of it is great entertainment. It's a well-made and entertaining film that is only the first part of a trilogy, but it stands on its own as a wonderful film in its own right. If you haven't seen it, what are you waiting for? This was one acclaimed film that didn't disappoint."
10,An intense epic of loyalty and the cost of betrayal.,"Based on the old style Sicilian mafia, Francis Ford Coppola directs Mario Puzo's novel ""The Godfather"" into the dramatic tale of Sicilian Godfather Don Vito Corleone (Marlon Brando). Coppola and Puzo convey the importance of loyalty to the family, the cost of betrayal, and ever-present power of organized crime rings."
9,What else need to be said?,"What can I possibly add to all the comments that have been given? I think the true greatness of this movie lies in the fact that Puzo and Coppola both worked on the script of these movies. Directors often get a book all wrong and screw up the translation from the book to the movie, and that's only logical, because a book is art and that's personal. THe movie would have been completely different if Coppola had written the screenplay on his own without Puzo telling him what the real essence of the story is. And that is what lifted this movie and the other godfathers beyond greatness... I give a 9 out of 10."
10,THE GOD FATHER REVIEWS,"The Godfather is an excellent movie with an excellent story. It is a film depicting the Sicilian mafia in USA as well as Italy itself, and is written by a person with direct Italian ancestry. ... The film had legendary actors like Marlon Brando, Al Pacino and Robert Duvall to mention a few."
10,Al Pacino Godfather is a must watch!,Well written classic must watch movie!!! Go see it or buy it!
10,A Cinematic Masterpiece Perfection in Every Frame,"I don't just like The Godfather-I love it in every way imaginable. From the hauntingly beautiful score to the flawless performances (Marlon Brando, Al Pacino-unmatched!), every moment is etched into cinema history. The pacing is deliberate yet gripping, the dialogue is sharp and iconic, and the themes of family, loyalty, and power resonate across generations.

Coppola's vision is a masterclass in storytelling, and The Godfather isn't just a movie-it's an experience, an education, a feeling. It's a film that teaches you how art can transcend entertainment and become something timeless.

Every time I watch it, I discover something new: a subtle expression, a hidden meaning, a moment of brilliance that redefines what cinema can be.

To me, The Godfather is not just the best film ever made-it's the gold standard. A 10/10 masterpiece."
10,2nd best of all time....,"It gets a 10 because it deserves a 10. Not as perfect as Rear Window, but better than Lord of the Rings. We'll see if Lord stands the test of time. If we were comparing books....I'd say Lord was better, but because we're comparing movies...Godfather reigns."
10,A classis,"The Godfather is an absolute classic, which is definitely a required watch for anyone looking to create an action thriller. One of my most favourite movies of all times."
9,Love This Movie,"If you can embody the power of ""The Godfather"" you can do anything!"
10,roberto molina,"I think it is a very good movie, it is a very good creation with first-rate actors, it is very good to enjoy one weekend."
10,The best mafia movie in history,"The characters, places and scenes in the movie The Godfather are reflected as if they were real, not a movie. If this wasn't a movie, I would have thought that the actors were not really actors but mafia bosses. The wonderful director Cappola has created not just a movie but a work of art that will be indelible forever. From the moment the movie starts, you feel like you're in a mafia family and witnessing everything. It is also admirable that it has inspired some scenes of many movies and TV series around the world. I bow with respect to all the actors, the production team and everyone who contributed. Thank you Marlon Brando, thank you Alpacino, thank you Cappola and everyone else."
9,A must watch,A must must watch!!! I love this movie and can watch it 100 times.
10,Do Good,"This film works so well because it takes place in an underworld where we are so embedded that we don't even notice it. Coppola places us smack-dab in the center of what is, admittedly, a society created by criminals for criminals. That's also why it's so welcoming. We're surrounded by its inhabitants - cold-blooded killers who see crime as a 9-to-5 job masquerading as respectable men. And I don't mean men. From the outside, we'll only witness the horrific, disturbing manifestations of their well-thought-out actions.

But it goes deeper than that. It all revolves around the Corleone family, led by Don Vito Corleone (Marlon Brando). He's the most honest of these men, sitting right on the edge. But for someone like him, who doesn't fully embrace this world, it's not easy. He avoids conflict unless it's absolutely necessary. He's a man defined by moral principles. There's a scene early on where, on the day of his daughter's wedding, one of his associates, Luca Brasi (Lenny Montana), practices the speech he's going to give to the Don when he meets him. The scene with these two is funny and almost adorable. I couldn't help but feel sympathy for both of them, not to mention that I was actually warming up to both of the mobsters. Not to mention that Lenny Montana was a real mob hit-man and was actually nervous as he said this line.

The more I watched, the more I realized how incredibly complex and ruthless this society is and how it has the power to corrupt anyone it comes into contact with. The best example is Corleone's youngest son, Michael (Al Pacino). He returns home for his sister's wedding dressed as a war hero with his longtime girlfriend, Kay Adams (Diane Keaton). At first, he avoids this underworld, but necessity, first-hand exposure, and the sheer devilish allure of it draw him in. As we progress through the film, the transformation is dramatic, and every outsider who comes close to him is tainted. One way or another. If they survive, they are drawn in, as are we as viewers.

Inside, Coppola presents the family in its entirety to us with a boldly personal approach, and we witness every discussion, every methodically calculated choice. Crime is committed simply because it is the nature of their business, and we are put in a chair alongside them, so we relate easily. To us, they are the good guys, the rival family the bad guys. The greatest achievement this film has managed to pull off is separating the good guys and the bad guys in a world full of bad guys.

This is a film of unparalleled subtlety. No other film holds its own so well. No other film is done with such precision, attention, and completeness. There are so many layers that I probably missed and may never notice. But I felt them. What director Francis Ford Coppola and his partner in crime (poor choice of words, sorry) Mario Puzo did is nothing less than a timeless reference movie whose impact is based not on reinventing the wheel, but on making it perfectly optimal.

Most masterpieces are remembered for their historical contributions. ""Citizen Kane"" brought the biggest step forward in the art form, the same things ""Gone with the Wind"" or ""2001: A Space Odyssey"" did. ""The Godfather"" is one of the few films that will be remembered because they are so good, and I can't possibly imagine a greater achievement than that."
10,Fantastic,This is one of the best movies ever made. It's simply brilliant with some of the best actors of Hollywood. Watching this is a must. You won't regret it.
10,Absolute Best Movie Ever Made Hands-Down!!!,"You cannot go wrong with this movie if you are a movie-lover! Al Pacino is at his absolute best. Martin Scorsese is Jealous of not have having made this one. Guns, Violence, Family, Drama, Action, Comedy. This movie has it all. Very good lighting in the film - Very Dark and moody, It sets the tone for its unique style. Marlon Brando.

Quotes: I'm Smaaaat! Bring the connoles. Add a little whine and a little sugar. Men are coming to kill my father now can you help me move him to the other room please. Its a sicilian message: It means he sleeps with the fishes. Sonny was loving our idea wasnt he?"
10,Best Crime Story Film,Only one word for this movie and that is OUTCLASS!
10,The Greatest picture in the history of film,"This movie is beyond words. It is motion picture history. I remember the first time i saw it. I was captivated by it's magical realism. I was swept away. What i saw was poetry in motion. At that moment i knew there will never be a movie as perfect as this. All movies should be compared to this. Artistically, technically and emotionally it is simply untouchable."
10,A Timeless Classic,"I read the book first and considered it a literary masterpiece of drama and intrigue.

A year later when I watched the film on a friend's recommendation I was completely mesmerized by the way the characters of book made their presence felt on screen.

It is one of the masterpieces of cinema world over. Many a director worldwide has paid tributes to this film in one way or the other. Twice in the recent history in India only (Sarkar and Raajneeti).

Marlon Brando is amazing as the Godfather. Al Pacino (who was still making a stronghold in Hollywood at that time) has done justice as the son who is in conflict with his family business. His transformation, both by action and his psyche, is a treat to watch.

The beauty of the film, and why it works at so many levels, lies in the fact that the characters' charisma is built not by their actions on screen but by a sense of intrigue that the writers and director have achieved by this flawless narrative.

Add to that the cinematography of Gordon Willis. The lighting in the frames (and lack of it) adds to the sense of intrigue.

The cutting is crisp and helps build the tension.

Undoubtedly a 10/10"
10,More than perfect,"After been about five minutes searching the correct words to describe this movie, I only found that three: ""more than perfect"".

Thank you Coppola for being god!"
10,World's Dramatic Movie of Time,"I, Ronish Baxter like this movie very much. It is most dramatic movie to its time and direction is marvelous. No words to be explain this movie. I can watch this movie many times I can."
9,"Nothing Personal, Just Business","The Godfather is a fantastic movie that shows struggles of the Corleone family, in the midst of a mafia War.

It's hard to write a review about this movie, because so much has been referenced through other media, so much that you would fear it have been watered down because of it, but surprisingly it still holds up 100% today.

The acting is spot on. It Can deliver this funny Italian dialogue in a way where it still believable and does not become distracting, It's a incredible.

The pacing and the story just flows, it does not feel prolonged, it Just shows all the interesting turns in the Corleone family in this horrible time. It is so well done.

If I were before you in person, I could gosh about the performances, about the turns in the story, about the amazing presentation, but I have to spoil to do that, so I will just say go and watch it.

Shows the ending of the old mafia ways, and the beginning of the new, It's a dark, bloody and interesting Family Story, would recommend."
8,Spoiler,Hands down the best movie ever. This will always be a classic
9,brutal,"It is now past 1 PM and I just finished watching Francis Ford Coppola's ""The Godfather"". I should probably go to bed. It's late and tomorrow I have to wake up a bit early. But not early enough to postpone writing these lines. Now that I have seen it three times, the opportunity of sharing my thoughts and refreshed insights are too much of a good offer to sit on. So, bear with me.

This film works so well because it takes place in an underworld in which we are so embedded that we do not even observe it. Coppola puts us straight in the smack-dab center of what is, admittedly, a society made by criminals for criminals. It is also the reason why it's so welcoming. We are surrounded by its inhabitants--cold-blooded murderers, men who see crime like a 9 to 5 job masquerading as honorable men. And I do mean men. From the outside, we would only witness the horrifying, disturbing manifestations of their well-thought out actions.

But it goes even deeper than that. It all revolves around the Corleone family led by Don Vito Corleone (Marlon Brando). He is the most honest of these men, sitting right on the edge. But for people like him, who do not fully embrace this world, it's not easy. He avoids conflict until it is absolutely necessary. He is a man defined by moral principles. There is a scene at the beginning, in which, during his daughter's wedding day, one of his associates, Luca Brasi (Lenny Montana) practices his speech that he is going to give to the Don when he meets him. The scene with these two is funny and almost adorable. I could not help but sympathize both of them only to realize that I am feeling warmth for two mobsters. Not to even mention that Lenny Montana was an actual mob hit-man and that he was actually nervous as he said that line.

The more I watched the more I realized just how incredibly complex and ruthless this society is and how it has the power to corrupt anyone to come in contact with it. The best example is Corleone's youngest son, Michael (Al Pacino). He returns home for his sister's wedding as a war hero dressed the part with his long-time girlfriend, Kay Adams (Diane Keaton). At first, he avoids this underworld, but necessity, first-hand exposure and just its sheer devilish appealing nature draws him in. As we get further in the film, the change is shocking and every outsider who ever got close to him is tainted in one way or another. If they survive it, they are drawn in as well as we are as viewers.

Inside, Coppola exposes the family to us fully, with a bold personal approach and we witness every discussion, every methodically calculated choice. Crime is done simply because it is the nature of their business, and we are put on a chair alongside them, so we easily relate. For us, they are the good guys, the rival families are the bad guys. This is the greatest feat this film managed to pull off--set apart good guys and bad guys in a world filled with bad guys.

This is a film of unmatched subtlety. No other movie sustains itself as good. No other film is done with such precision, attention and completeness. There are many layers which I probably missed and maybe will never notice. But I felt them. What director Francis Ford Coppola and his partner in crime (poor choice of words, sorry) Mario Puzo did is nothing short of a timeless piece of reference cinema whose influence is not based on reinventing the wheel, but rather perfecting it to the absolute maximum."
10,the god father,Amazing movie it is use full and meaning full we can watch the movie and it is very spence
10,Great Movie!,"One of the best movies of all time! ;D

this movie was one of the influences for me to join the filmmaking industry, the lighting. the setting and mainly the characters."
10,Greatest mob movie ever?,"Perhaps the greatest film of all time. Atleast in it's genre. This is the film that started the career of Al Pacino and made a legend of Marlon Brando. Director, Francis Ford Copolla shows how stunningly beautiful violence can be in film. Also how we the viewer can see a little bit of ourselves in the twisted underground realm where passion and tragedy go hand in hand."
10,"Superb cinematography, acting, and plot.","This is probably one of the finest films I've ever seen. Truly it's a classical masterpiece of cinematography and really gripping plot. This movie not only launched the careers of the actors, but also affirmed the heavyweights as well. It beautifully portrays the value of family, with romance, politics, and certainly blatant war. Yet, the movie is almost poetic, with violent scenes that don't drench you in gore, and a language that isn't in your face. Simply put, it's what every great action/drama film should be. A must-see for every true film goer."
9,Great Movie can describe the life of Italian mafia family,"I just love it .. Amazing movie it can make you really fall in love with every single scene in the movie, and the actors did the best and can see how they really live in that moment . great work I've seen the movie many times and I am still enjoying it .. everyone who haven't watch it yet please go and watch it and enjoy it maybe you will tear up and it will make you smile . no man can live without a family no matter how old are you or how rich you are .. Always we need some friends around and our roots and family this is the pretty thing it can make human live in peace We will always love who take care of us and give us smile and protect us"
10,this is my favourite film of all time!,"this film is amazing! it if exactly what i was expecting. it won 5 Oscars but i think it deserves more. Al Pacino is amazing in this film and so is Marlon Brando, James Caan,Robert Duvall and Diane Keaton they are all brilliant. this film is a masterpiece! it is violent witty and makes u think. i love Francis Ford Coppola and i think this is his best piece of work. i have seen this film 4 or 4 times now and i am still in love with it. i could watch it a thousand times and it would be better every time i saw it! this film deserves 10/10. it is a must see! if you haven't seen it o now and buy the trilogy or rent it! there are really no words to describe this film it is just so good! my favourite film of all time! this film is outstanding!"
